#;status_id;screen_name;created_at;text;location;lang;hashtag;clasificacion;Si/No
213;1,48E+18;fabercita;30/12/2021 19:18;@josealealaimo @dbetancourt_ @giselakozak Del narcotr†fico mijo, Por Dios!!!;Cuenca, Ecuador;es;mafia colombiana;xenofobia;no
214;1,48E+18;farfansalazard;3/1/2022 16:45;@CarlosVictorM estimado chino q c sabe si van traer o no un 9 VERDADERAMENTE GOLEADOR Barcelona;Guayaquil, Ecuador;es;chino;xenofobia;no
215;1,48E+18;FatimaQuishpe;6/1/2022 0:56;@MariaLuisaCMBR Chasi chaes chat†s chaen chapro chable chamas chadi chac¢ chamo chate chapo chade chamos chaa chayu chadar;Guayaquil, Ecuador;es;chamo;xenofobia;no
216;1,48E+18;felipeandrebsc;3/1/2022 19:49;"A muchos nos va a tocar migrar este 2022, la situaci¢n del Ecuador es insostenible, si no te mata el covid te agarran a tiros por robarte un d¢lar. 
La derecha llev¢ al Ecuador a ser un estado fallido entregado a la delincuencia y el narcotr†fico.";Guayaquil;es;mafia colombiana;xenofobia;no
217;1,48E+18;felipeandrebsc;29/12/2021 13:32;"Adalto a local de comida, sucedi¢ anoche. Ya no se puede salir a pasear con la familia, ya no da ganas de hacer vida gracias a la delincuencia y el narcotr†fico que se ha tomado este pa°s. 
Ah pero para encubrir a un fiscal corrupto est†n a la orden del d°a. Lasso delincuente. https://t.co/pd8mXOJuBv";Guayaquil;es;mafia colombiana;xenofobia;si
218;1,48E+18;fescobar75;31/12/2021 10:22;@milyzambrano Miriam. No hay justicia. Se pone demanda y comienza el carrucel a pedir dinero. Y para el fallo. Si no hay, resoluci¢n en contra. Generales implicados en Narcotr†fico. Habr† que preguntarles de donde obtienen dinero para poder vivir como tal. Con el sueldo?. Lo dudo.;;es;mafia colombiana;xenofobia;si
219;1,48E+18;flaca1594;2/1/2022 21:46;Ellos cenan el 1/02 por el a§o nuevo chino <U+0001F405><U+0001F30A> https://t.co/Ldh8esGODY;Guayaquil, Ecuador;es;chino;xenofobia;no
220;1,48E+18;forevergreen70;2/1/2022 5:25;"@NomadLeoMR @SofiaEspinRC Pero las ordenes de Duran Barba que obviamente vienen del norte son que se lo trate de ""pr¢fugo"" cada vez que se refieran a Çl. Igualmente que metan la palabra ""narcotrafico"" cuando lo mencionen y esa prensa tan obediente <U+0001F4B8><U+0001F4B8><U+0001F4B8>por supuesto lo hace";Guayaquil Ecuador;es;mafia colombiana;xenofobia;si
221;1,48E+18;Francis71055319;1/1/2022 14:53;"@Expresoec Cuento del gallopelon.
Todos los a§os lo mismo y nada o acaso sus mismos srs.(peroodistas)acaso no publican lo destrozado que esta el Pa°s .la delincuencia.el narcotrafico,los sicariatos.o s¢lo gastan tinta para no tener UNA PµGINA EN BLANCO.";Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
222;1,48E+18;frankiniguez;6/1/2022 0:46;@OswaldoMoreno @Ambiente_Ec @alcaldiagye Junto al ex campus chino talaron una cantidad de †rboles y siguen nadie dice nada , tanta fauna liquidada;Guayaquil;es;chino;xenofobia;no
223;1,48E+18;Freile_navarro;3/1/2022 3:37;Cuanto te amo SABU https://t.co/QXZV13Edma a travÇs de @YouTube Me encanta esta canci¢n, un artista Venezolano de los que no pasan de moda.;Guayas, Ecuador;es;venezolano;xenofobia;no
224;1,48E+18;G_PaezGarcia;1/1/2022 18:03;?La soluci¢n final al robo de la prestaciones sociales @G_PaezGarcia es la justicia, el mensaje es claro a los perpetradores protegidos por la banda narcotraficante en el poder venezolano, que tarde o temprano esta les alcanzar†?;En el Mundo;es;venezolano;xenofobia;si
225;1,48E+18;gayo_amador;5/1/2022 10:50;"@Maximus45843165 @RosarioManaba 100% criollita?

Nada de CHAMO ni PARCE?";Guayaquil, Ecuador;es;chamo;xenofobia;no
226;1,48E+18;gu_mvs;26/12/2021 22:10;@Kaliman05486821 @GMella2010 @DAVlDRomero Los creyentes del narcotr†fico, de las guerrillas, de la lucha de clases,  del irrespeto a Dios, de los totalitarismos...;Pichincha, Ecuador;es;mafia colombiana;xenofobia;si
227;1,48E+18;guidoverdaguer;2/1/2022 23:51;Ese chino me cae bien, este es mi Arsenal https://t.co/qcYaX4U7ka;Guayaquil;es;chino;xenofobia;no
228;1,48E+18;Gusrivadeneira6;26/12/2021 9:55;@PGuillermoSerra Por la Rep£blica del Ecuador que hoy se encuentra sumida en el narcotrafico y sus propias autoridades coludidas con la mafia. Para que podamos salir de esta crisis de corrupci¢n e inseguridad;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;si
229;1,48E+18;Gyecrudaverdad;4/1/2022 16:23;@jhcc22554 @elcomerciocom La misma huevada pasa con los veh°culos te venden carro chino con logo de chevrolet y te obligan a pagar 18.000 x una huevada q no tiene ni 1 estrella de seguridad disque para proteger industria nacional m†s de 60 a§os y no les ha dado la puta gana de crear verdadera industria;Guayaquil, EC;es;chino;xenofobia;no
230;1,48E+18;henalci;28/12/2021 16:47;@CharlieGraetzer @AlgoBigoton Quiere decir que con lasso se desat¢ el narcotrafico.. por raz¢n lo de los narco generales;guayaquil;es;mafia colombiana;xenofobia;si
231;1,48E+18;iampahy;1/1/2022 17:17;@EmergenciasEc La cazuela del chino;Guayaquil, Ecuador;es;chino;xenofobia;no
232;1,48E+18;ioooonico;1/1/2022 19:28;@02mjmt Que? Chino que no<U+0001F927><U+0001F61E>;Guayas, Ecuador;es;chino;xenofobia;no
233;1,48E+18;isaiaseduardo76;30/12/2021 14:23;los lasista dicen q el gobierno de correa era el del narcotrafico pero est gobierno es del sicariato cual ea mas terrorifico q ni en el moll del sol puedas estar trankilo q t puedan matar por alguna bala perdida;El Triunfo, Ecuador;es;mafia colombiana;xenofobia;si
234;1,48E+18;jaimeveliz86;30/12/2021 12:53;Este 2021 cierra con impunidad entre @FiscaliaEcuador y @CJudicaturaEc ante pol°ticos corruptos, narcotr†fico y sicariato a la orden del d°a, se cierra con una @AsambleaEcuador purulenta e ineficiente, y con una @ContraloriaECU acechada por actores fantasmag¢rico corruptos. <U+0001F631>;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;si
235;1,48E+18;Jeanlol_WR;1/1/2022 10:54;@hitmangmco @xYeso @Hidok01 Ese pikachu esta con cara de que salio de un barrio chino a las afueras de wuhan;Guayaquil, Ecuador;es;chino;xenofobia;no
236;1,48E+18;Jeffreychasin;29/12/2021 16:46;@SbastienMlires1 Todo critican... Hasta las publicaciones para ayudar a otros. No se trata de ser venezolano o ecuatoriano, son seres humanos que necesitan ayuda, est†n en la calle! S° eres ecuatoriano y no encuentras trabajo, algo est†s haciendo mal y no te has dado cuenta.;Guayaquil, Ecuador;es;venezolano;xenofobia;no
237;1,48E+18;jffreirep;28/12/2021 23:56;Tiranos democr†ticos. Recuerdo a unos empresarios  que creyeron que aquello no pasar°a en su pa°s. Hoy son esclavos del Tirano Venezolano. En Argentina creyeron que un payaso era la soluci¢n. Un Argentino debe tener 3 trabajos para sobrevivir . En Per£ ya inician el cambio para;Guayaquil, Ecuador;es;venezolano;xenofobia;no
238;1,48E+18;jffreirep;3/1/2022 3:41;"@CarlosVerareal @raguilarandrade En perspectiva. Una farsa. ®Porque?. Hay tanto funcionario  de los otros bandos en este gobierno. No hay peor ciego que aquel que no desea ver esa realidad.
La corrupci¢n sigue.
El narcotr†fico tambiÇn. 
Ninguna ley presentada para eliminar esas amenazas. Misi¢n: otra realidad";Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
239;1,48E+18;jfurcy;30/12/2021 21:34;"#FotoDelRecuerdo

El Presidente de Venezuela Hugo Ch†vez visit¢ RD en el a§o 2001.

Yo soy graduado del curso de Estado Mayor en el EjÇrcito Venezolano 1994.

Fui designado su edec†n Militar en RD, conversÇ mucho con Çl y pude darme cuenta de muchas cosas.

Visita a Juan Bosch. https://t.co/PrOl8cXZxI";En el Mundo;es;venezolano;xenofobia;no
240;1,48E+18;jhonnyrojasvzla;3/1/2022 17:29;@eloscarale Y lo vemos gratis, sin el mont¢n de anuncios, yo me siento orgulloso de tu trabajo,  de tu talento,  de que eres venezolano;En el mundo;es;venezolano;xenofobia;no
241;1,48E+18;JJothan;3/1/2022 8:24;@doserre @pburelli @jguaido Y que lo reconozcan un pu§ado de pa°ses democr†ticos, en que ha beneficiado al venezolano?;Por el Mundo;es;venezolano;xenofobia;no
242;1,48E+18;JJothan;3/1/2022 0:12;"@Upozo Cada quien que haga lo que pueda y lo que quiera con su tiempo y su dinero.. Pero eso de ""el venezolano merece disfrutar"" es como que DEMASIAAAAADO generalizado.. <U+0001F62C><U+0001F62C>";Por el Mundo;es;venezolano;xenofobia;no
243;1,48E+18;jlestrada4257;29/12/2021 18:21;@yennesy AH SI, PERO DEBERIAS DE PONER EL OTRO VIDEO EN DONDE LO PARESARON A ESE VENECO Y COMO LLORABA Y PEDIA PERDON PARA QUE NO LO LLEVEN DETENIDO.....TODOS ESTOS LAMPAROSOS SIEMPRE CAEN POR PENDEJOS Y EXHIBICIONISTA;Guayaquil, Ecuador;es;veneco;xenofobia;si
244;1,48E+18;jmatutesalazar;3/1/2022 17:05;@THOMASSTOMER Deportivo Cuenca, Chino Pereira y Emilio Huayamabe, frente a Manta;Guayaquil;es;chino;xenofobia;no
245;1,48E+18;joelcuestan;1/1/2022 23:52;Ya...  aja si... cuento chino. https://t.co/R5qLYjtps5;Guayaquil, Ecuador;es;chino;xenofobia;no
246;1,48E+18;JohnJohnarlyn;2/1/2022 12:00;@ElGeorgeHarris Tan bien que hacen el arroz chino y el chop suey y se ponen extravagantes <U+0001F923>;Pichincha, Ecuador;es;chino;xenofobia;no
247;1,48E+18;JorgeSanyer;30/12/2021 12:00;@CarlosSacoto7 Totalmente de acuerdo la delincuencia y el narcotrafico son un problema estructural de la mayor°a de pa°ses de la regi¢n, estas organizaciones se aprovechan de las necesidades  de la gente principalmente los m†s j¢venes, para captar cada d°a nuevos adeptos.;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
248;1,48E+18;jorgito2786;2/1/2022 17:47;"@luisesgo Lo m†s probable es lo q este poniendo haciendo referencia a la nueva agenda (el hit nuevo q esta por venir) del cambio clim†tico. Otro cuento chino para seguir jodiendo con impuestos mientras otros se hacen ricos vendiendo ""energ°a verde""";Guayaquil, Ecuador;es;chino;xenofobia;no
249;1,48E+18;jose_paret;5/1/2022 3:03;"@NicolasMaduro Que farsante y miserable eres.
Farsante por que le mientes al pueblo Venezolano.
Todo el mundo sabe que lo que dices son puras mentiras.
Miserable por que quieres disfrazar el robo que van hacer en la compra de vacunas, al estilo de los delincuentes del Socialismo del siglo XXI";;es;venezolano;xenofobia;no
250;1,48E+18;JoseCarlosCre;4/1/2022 20:37;"Un pa°s tir†nico, comunista, apoyado econ¢micamente y tecnol¢gicamente por Çlites fabianas, keynesianas y maltusianas y lance satÇlites esp°a fotografiando ciudades de la actual 1 potencia mundial ""intranquiliza"".

https://t.co/mLTAXo623i

#china #rÇgimen #tiran°a #espionaje";The world - El mundo;es;chino;xenofobia;no
251;1,48E+18;JosegregorioHa5;4/1/2022 16:05;@jguaido Buenos d°a se§or presidente le mando mi saludo desde Ecuador estoy cn mi familia una pregunta que van hacer cn los imigrante venezolano que est†n en Ecuador para poder trabajar porque nos piden mucho papeles para trabajar ay£denos por favor.;Pichincha, Ecuador;es;venezolano;xenofobia;no
252;1,48E+18;JoseMiguelmb1;6/1/2022 1:12;@CHINO_ANTR4X pa la comida;Guayas, Ecuador;es;chino;xenofobia;no
253;1,48E+18;JoseMiguelmb1;3/1/2022 23:31;@CHINO_ANTR4X Yo bro:(;Guayas, Ecuador;es;chino;xenofobia;no
254;1,48E+18;josemsalem;2/1/2022 13:29;"@MashiRafael Y ella se siente importantisima xque  esta en inglÇs jajajaja 

Pobre mujer ojal† que ma§ana ella no se vea hundida en su veneno y lo publique en chino";Guayaquil Ecuador ;es;chino;xenofobia;no
255;1,48E+18;JosErnestoPare1;3/1/2022 22:53;@DioMar1181 Yo opino igual no estoy en pol°tica y solo si alguna ideolog°a pol°tica fuera de mi agrado entrar°a pero ahora estoy por defender los derechos y libertades de todo paname§o sea blanco, negro,chino,indio,no importa ni tampoco importa su partido pol°tico # POR PANAMµ LA VIDA;todo el mundo;es;chino;xenofobia;no
256;1,48E+18;ju_k7x;30/12/2021 14:52;@rolito220 @mariajo_jimenez Usa tu cabeza para algo m†s que ponerte la gorra, el incremento es proporcional al crecimiento del narcotr†fico y mafias organizadas creadas y fortificadas no precisamente en este gobierno.;Guayaquil-Ecuador;es;mafia colombiana;xenofobia;si
257;1,48E+18;Juan58729;5/1/2022 3:23;@DanielDiMartino @LearnLiberty Puede que tu vision este algo sesgada por tu experiencia como venezolano y el hecho de que vives en Kentucky, un estado completamente rojo excepto por Louisville y Lexington;Guayaquil, Ecuador;es;venezolano;xenofobia;no
258;1,48E+18;Juan58729;28/12/2021 15:11;@j_d_jauregui No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
259;1,48E+18;Juan58729;5/1/2022 2:38;@DanielDiMartino @LearnLiberty El problema es cultural, t£ hablas de tu experiencia como venezolano, sin embargo es la excepci¢n, America Latina est† repleta de venezolanos que han huido sin embargo la gente te vota por la izquierda, en Mexico  MORENA controla el gobierno federal y gobiernos estatales;Guayaquil, Ecuador;es;venezolano;xenofobia;si
260;1,48E+18;Juan58729;28/12/2021 15:20;"@gregorklo @marcoszafra_ Ese es el fruto de 23 a§os de chavismo y sus derivados, incluso hoy en dia todavia hay venezolanos que creen en el socialismo, la oracion ""venezolano progre"" deberia ser un oximoron";Guayaquil, Ecuador;es;venezolano;xenofobia;si
261;1,48E+18;Juan58729;28/12/2021 15:18;@Huroncito29 No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
262;1,48E+18;Juan58729;28/12/2021 15:17;@idrian_ No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
263;1,48E+18;Juan58729;28/12/2021 15:17;@AlejaosBastards No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
264;1,48E+18;Juan58729;28/12/2021 15:12;@AlejandroSBasso No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
265;1,48E+18;Juan58729;28/12/2021 15:12;@Rch29h No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
266;1,48E+18;Juan58729;28/12/2021 15:12;@YomarMr No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
267;1,48E+18;Juan58729;28/12/2021 15:12;@degag97 No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
268;1,48E+18;Juan58729;28/12/2021 15:12;@alexpbass No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
269;1,48E+18;Juan58729;28/12/2021 15:11;@sxbino No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
270;1,48E+18;Juan58729;28/12/2021 15:11;@piedrapenitente No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
271;1,48E+18;Juan58729;28/12/2021 15:11;@OrlvndoA No hay cosa mas absurda en este mundo que un venezolano progre, deberia ser un oximoron;Guayaquil, Ecuador;es;venezolano;xenofobia;si
272;1,48E+18;juanmaciaso;3/1/2022 13:46;"El ""sol artificial"" chino sube de nivel: su reactor de fusi¢n nuclear ya mantiene 70 millones de grados durante 17 minutos  https://t.co/qE6CdGkzuo";Guayaquil, Ecuador;es;chino;xenofobia;si
273;1,48E+18;juliocartaya12;3/1/2022 23:13;No detesto el sarcasmo de Venezuela se est† arreglando, ya que creo es una burla a la gente del rigen directamente, pero decirlo en el caso del joven es terriblemente s†dico, es terrible tratar de hacerlo viral el sarcasmo a costa del dolor de la familia de ese chamo <U+0001F97A> soy padre https://t.co/WwXaYpJuQR;En el mundo ;es;chamo;xenofobia;si
274;1,48E+18;juliocartaya12;4/1/2022 4:12;@CatirrusiaV Oye y que paso que no han ido por el diplom†tico colegio mbo venezolano †rabe Alex saab;En el mundo ;es;venezolano;xenofobia;no
275;1,48E+18;juliocartaya12;2/1/2022 23:39;"@NicolasMaduro Oye con la responsabilidad a que esto conlleve voy...
Eres un ser maligno y co§o de madre, si as° a lo venezolano como es eso que salimos de. La hiper inflaci¢n relambe pipe, miserable como puedes ser tan cara dura de decirle a los venezolanos que ahora 1/<U+2B07><U+FE0F>";En el mundo ;es;venezolano;xenofobia;no
276;1,48E+18;juliocartaya12;3/1/2022 14:54;@tarrito79 @tamairycabrera Yo tambiÇn con la bandeja de chino frito;En el mundo ;es;chino;xenofobia;no
277;1,48E+18;JulioCesarUV;5/1/2022 7:21;yo fumo como chino si sale positivo que me coronaron, despidanse de mi <U+0001F972><U+0001F972><U+0001F972>;Guayaquil;es;chino;xenofobia;no
278;1,48E+18;KCH_FM;26/12/2021 16:33;"C¢mo opera Al Qaeda en Brasil: conexiones con el narcotr†fico a Europa y su alianza con la Mara Salvatrucha

#Brasil <U+0001F447><U+0001F517> https://t.co/1wAWgUPzeH";Guayaquil- Ecuador;es;mafia colombiana;xenofobia;si
279;1,48E+18;KdLenin2HRapper;27/12/2021 14:51;@vkarauz Que esperabas si este gobierno no le da prioridad a la salud, ni educaci¢n peor a la seguridad nacional, tu junto a reinoso a apoyaron a romo, Moreno, y lasso que no han implementado pol°ticas p£blicas para la seguridad nacional, y han dejado que el narcotrafico tome control. https://t.co/OvU3i3mGXH;Cuenca, Ecuador;es;mafia colombiana;xenofobia;si
280;1,48E+18;KevinArteaga;3/1/2022 20:26;?Como ustedes saben, estos grupos han estado operando a sus anchas en territorio venezolano, con la anuencia y protecci¢n del rÇgimen?, dice Duque sobre el ELN y su disidencia, cuyos integrantes se han enfrentado durante los £ltimos d°as, dejando al menos 24 muertos en Arauca. https://t.co/Ik2LQBas4w;Guayaquil, Ecuador;es;venezolano;xenofobia;no
281;1,48E+18;KevinArteaga;3/1/2022 1:03;Ministro de Comunicaci¢n de Maduro aclara: ?Es falsa la noticia seg£n la cual Venezuela retomar† el sistema 7+7.  El pueblo venezolano ha cumplido la meta del 90% de la poblaci¢n vacunada y se encamina a la programa de resfuerzo inmunol¢gico en el mes de enero? https://t.co/gfdLIgVmbp;Guayaquil, Ecuador;es;venezolano;xenofobia;no
282;1,48E+18;Kleber7909;2/1/2022 22:40;@DRIFTgamingeu El loki chino :3;Guayaquil;es;chino;xenofobia;no
283;1,48E+18;KleberOrdoNez;3/1/2022 13:27;01/02/22 A§o Nuevo Chino <U+0001FA86><U+0001F1E8><U+0001F1F3> https://t.co/dpPRv2KiRp;Naranjal-Ecuador;es;chino;xenofobia;no
284;1,48E+18;KleverTorres;26/12/2021 16:44;"Asi gobern¢ el miserable innombrable!!
Todo cae por su propio peso tarde  o temprano.
Nos dej¢ un pa°s con un problema social muy grave(narcotr†fico) https://t.co/n0D8LigyEi";Guayaquil-Ecuador ;es;mafia colombiana;xenofobia;no
285;1,48E+18;krisetery;4/1/2022 18:04;Mi madre me reclama porque no uso mentol chino para todas las dolencias. ≠ Le tiene una fe! <U+0001F910><U+0001F637>;Guayaquil, Ecuador;es;chino;xenofobia;si
286;1,48E+18;lacatoto;4/1/2022 12:45;Mira piazoeplasta @jguaido este venezolano NECESITA DINERO DE LA AYUDA HUMANITARIA QIE NOS MANDARON  Y TU CON TU BANDA SE ROBARON, ACTIVATE Y AYUDA, SARNA! https://t.co/ULZ334OVfX;Por el mundo ;es;venezolano;xenofobia;no
287;1,48E+18;LaGuerreraEcu;27/12/2021 1:08;"Los golpes contra el narcotr†fico nos sacar†n adelante y vamos por m†s!!
Lasso est† mejorando el futuro de los ecuatorianos 
#LassoEsFuturo https://t.co/84aHrmP6CB";Cuenca, Ecuador;es;mafia colombiana;xenofobia;no
288;1,48E+18;LaMareaec;1/1/2022 17:39;"#Narcotr†fico | Los capos han puesto sus ojos en los #pescadores artesanales, porque conocen las rutas mar°timas. Los reclutan tras ofrecerle entre 20 mil y 30 mil d¢lares por cada viaje #Manta #Manab° #Ecuador
<U+25BA> https://t.co/9knsphix7S https://t.co/OIDodvDGpG";Manta, Manab°, Ecuador;es;mafia colombiana;xenofobia;no
289;1,48E+18;LaMareaec;28/12/2021 4:01;"#Narcotr†fico | Cinco colombianos y dos ecuatorianos llevaban la ""merca"" en dos narcosubmarinos. El Salvador inform¢ que la droga cuesta 103,9 millones de d¢lares.
<U+25BA> https://t.co/x9FtSCHU1v https://t.co/xEqG3AOcR4";Manta, Manab°, Ecuador;es;mafia colombiana;xenofobia;no
290;1,48E+18;larymaister;4/1/2022 20:10;@dw_espanol Todos los virus cuento chino...comunistas mientras m†s matan la poblaci¢n...son mejores comunistas;Ecuador Morona Santiago;es;chino;xenofobia;si
291;1,48E+18;Laurieli04;2/1/2022 4:04;@njohncamm Li Wenliang fue un oftalm¢logo chino en el hospital central de Wuhan que el 30 de diciembre de 2019 advirti¢ a sobre un posible brote de una enfermedad que se parec°a a un s°ndrome respiratorio agudo severo (SARS), m†s tarde reconocido como COVID-19, en WeChat;Guayaquil, Ecuador;es;chino;xenofobia;no
292;1,48E+18;Leomarce27;5/1/2022 19:51;@paz_romerop Pero en febrero es el a§o nuevo chino †nimo;Pi§as;es;chino;xenofobia;no
293;1,48E+18;LetamendiElisio;31/12/2021 1:11;@revistavistazo Debe ser enjuiciada esta mujer, as° mismo debe de investigarse m†s profundamente a muchos jefes, generales, desde el mismo ministerio de policia, ya que casi todos son sospechozos de vinculos con el narcotr†fico.;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
294;1,48E+18;LIZARIAS65;3/1/2022 18:24;"Felicidades @Doscaras373, me gusta tu arte y lo <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F447>
Entrevista en RTS TV nacional Ecuador <U+0001F1EA><U+0001F1E8> 
https://t.co/BHsJYKzC3E
Venezolano que la suda, se lo apoya!! https://t.co/kmRoPsaCeK";Guayaquil Ecuador;es;venezolano;xenofobia;no
295;1,48E+18;LuisBrice54;28/12/2021 21:41;Oro negro venezolano por las nubes!!! https://t.co/N8U4aktoba a travÇs de @YouTube;Guayaquil - Ecuador;es;venezolano;xenofobia;no
296;1,48E+18;LuisBrice54;28/12/2021 18:17;Maduro lo confirm¢: Petr¢leo venezolano sale por millones de barriles! C... https://t.co/WSff6nwgYd a travÇs de @YouTube;Guayaquil - Ecuador;es;venezolano;xenofobia;no
297;1,48E+18;LuisJosGcia;27/12/2021 17:13;@VillaFernando_ Lo peor del a§o , lo m†s inservibles @MashiRafael QuiÇn por mucho tiempo ha hundido al Ecuador en corrupci¢n y narcotrafico @UNESECUADOR https://t.co/C20UjbmglN;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;si
298;1,48E+18;LuisPerozoPadua;3/1/2022 8:44;Barrancas del Orinoco, el pueblo pesquero venezolano ocupado por el narcotr†fico que arranc¢ el 2022 con balacera https://t.co/HVO97c6bRX;Las AmÇricas;es;venezolano;xenofobia;no
299;1,48E+18;LuisPerozoPadua;30/12/2021 15:36;Venezolano asesin¢ a un vigilante para intentar robarlo en C£cuta (Im†genes sensibles) https://t.co/xf8bnI4idD;Las AmÇricas;es;venezolano;xenofobia;no
300;1,48E+18;LuisPerozoPadua;3/1/2022 8:44;Barrancas del Orinoco, el pueblo pesquero venezolano ocupado por el narcotr†fico que arranc¢ el 2022 con balacera https://t.co/HVO97c6bRX;Las AmÇricas;es;mafia colombiana;xenofobia;no
301;1,48E+18;luka_gsw30;1/1/2022 22:33;@juncapdom @BlazersArgento Venezolano<U+2620><U+FE0F><U+2620><U+FE0F>;Guayaquil, Ecuador;es;venezolano;xenofobia;no
302;1,48E+18;LyoPesantes;2/1/2022 21:10;@marcelbakef Hisopado chino  pilas @jorgefcordova;Guayaquil , Ecuador;es;chino;xenofobia;no
303;1,48E+18;mailbo19;30/12/2021 23:27;@Mateoantonio202 Yo tambiÇn queria mi venezolano muerto de hambre <U+0001F614>;Riobamba, Ecuador;es;venezolano;xenofobia;si
304;1,48E+18;majitoavi;1/1/2022 4:45;"Mam†: ®Que monigote compraste? 
Un Deadpool
Mi mam†: hablas en chino, ni se que es eso
Un spiderman ah°";Guayaquil-Ecuador;es;chino;xenofobia;no
305;1,48E+18;manavisionec;28/12/2021 4:05;"#Narcotr†fico | Cinco colombianos y dos ecuatorianos llevaban la ""merca"" en dos narcosubmarinos. El Salvador inform¢ que la droga cuesta 103,9 millones de d¢lares.
<U+25BA> https://t.co/TL8GN2DKE5 https://t.co/EsjUeWGx1d";Portoviejo, Manab°;es;mafia colombiana;xenofobia;no
306;1,48E+18;manavisionec;1/1/2022 17:40;"#Narcotr†fico | Los capos han puesto sus ojos en los #pescadores artesanales, porque conocen las rutas mar°timas. Los reclutan tras ofrecerle entre 20 mil y 30 mil d¢lares por cada viaje #Manta #Manab° #Ecuador
<U+25BA> https://t.co/uEJnAkOcPh https://t.co/uP0AJSH9Ng";Portoviejo, Manab°;es;mafia colombiana;xenofobia;no
307;1,48E+18;manmunoz74;27/12/2021 4:19;[VIDEO] Puertos chilenos est†n en la mira del narcotr†fico mar°timo https://t.co/yPQcbh5kAv a travÇs de @T13;guayaquil-ecuador;es;mafia colombiana;xenofobia;no
308;1,48E+18;Mar26ana;3/1/2022 20:21;@rsuasteguib @juancaholguin #CharlieParejaCordero mejor conocido como el Capaco por a§os ha estado en asuntos de narcotr†fico y corrupci¢n y ahora mete sus manos en las decisiones de @CNT_EC manipulando a su gerente @rsuasteguib, vamos a llega al fondo de esto <U+0001F621> https://t.co/gJR5MwCi2u;Cuenca, Ecuador;es;mafia colombiana;xenofobia;no
309;1,48E+18;MarcosLeon44;2/1/2022 19:46;El chino ya no da para cl†sicos, buenos d°as.;Guayaquil, Ecuador;es;chino;xenofobia;no
310;1,48E+18;MarioBu07740570;3/1/2022 14:07;#ALERTA #Ecuador ma§ana sale a circulaci¢n el nuevo reportaje sobre la serie @DefPublicaEC @DDHH_Ec #Crueldad y #Narcotrafico <U+2639><U+FE0F> en este reportaje ver†n como las #Personascondiscapacidad en Ecuador no reciben ayuda de la defensoria p£blica #Ecuatoriana <U+0001F622> los #Socios de;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
311;1,48E+18;mariomartire;26/12/2021 21:47;Nada justifica esto pero es el resultado de un sistema judicial podrido, una polic°a corrupta con Generales acusados de Narcotrafico , un sistema penitenciario infernal , sistema de rehabilitacion Nulo , Autoridades cruzadas de brazos , etc. https://t.co/OWGyjchvmW;Guayaquil, Ecuador;es;mafia colombiana;xenofobia;no
312;1,48E+18;mariomashi;1/1/2022 6:19;@GoyoSalprieta @EmirMontoya7 @fromequator @CharlieGraetzer @AlvaroUribeVel No sean pendejos , el narcotr†fico tiene sus or°genes y cuidados desde mucho m†s arriba de cualquier gobierno, el querer endosar su permanencia a uno u otro sistema pol°tico est† m†s perdido que Santa Claus en Agosto;Guayaquil;es;mafia colombiana;xenofobia;no
313;1,48E+18;MaritaGomezB;27/12/2021 21:19;"Dice que Correa rob¢ pero hizo obras y que transform¢ el pa°s en una pista de narcotr†fico.

Solo que esta se§ora aplaude eso.
Ni lean el hilo. Un desgaste total. https://t.co/GLFED1Fyms";Guayas, Ecuador;es;mafia colombiana;xenofobia;no
